,applicant_id,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Has_been_employed_for_at_most,Foreign_worker,Savings_account_balance,loan_application_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
351,1176865,29,female,divorced,1,own,2,skilled employee / official,1 year,4 years,0,Low,d68e53f6-edad-11ea-915c-17ac7a2f7c9a,9,FF&E,959000,1,car or other,0,0,bank,1,existing loans paid back duly till now,1
352,1806619,38,male,single,1,own,4,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68e5482-edad-11ea-b7a7-094290657b6e,18,used vehicle,3229000,2,car or other,0,0,bank,1,critical/pending loans at other banks,0
353,1273483,28,male,single,1,rent,2,skilled employee / official,1 year,4 years,1,Low,d68e550e-edad-11ea-9bd3-566d5a8a168d,12,electronic equipment,6199000,4,building society savings agreement/life insurance,0,0,bank,2,no loans taken/all loans paid back duly,1
354,1754537,46,male,single,1,own,4,skilled employee / official,7 years,4 years,1,High,d68e5590-edad-11ea-9ad5-3bcd951f8862,10,education,727000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
355,1419059,23,male,single,1,own,2,unskilled - resident,0 year,1 year,1,Low,d68e5626-edad-11ea-b9fd-5ad59a6fc972,24,new vehicle,1246000,4,real estate,0,0,stores,1,existing loans paid back duly till now,1
356,1141822,49,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68e56a8-edad-11ea-98a8-22a4e8c4026e,12,electronic equipment,2331000,1,real estate,1,0,bank,1,critical/pending loans at other banks,0
357,1825588,26,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68e5734-edad-11ea-9414-195bde21da17,36,electronic equipment,4463000,4,car or other,0,0,bank,2,delay in paying off loans in the past,1
358,1426103,28,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68e57c0-edad-11ea-b37c-28632229594d,12,electronic equipment,776000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
359,1227016,23,female,divorced,1,rent,4,skilled employee / official,4 years,7 years,1,Low,d68e5842-edad-11ea-b5fc-238e32db372c,30,FF&E,2406000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
360,1750981,61,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68e58ce-edad-11ea-930a-06e73eda4bac,18,education,1239000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
361,1805732,37,male,single,1,own,3,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68e595a-edad-11ea-ae0c-4398c7ccb4b9,12,electronic equipment,3399000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
362,1144294,36,female,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68e59e6-edad-11ea-abe3-174f4b45a0f2,12,new vehicle,2247000,2,car or other,0,0,stores,2,delay in paying off loans in the past,0
363,1476733,21,male,divorced,1,rent,2,skilled employee / official,1 year,4 years,1,Low,d68e5a68-edad-11ea-887b-1a16d4c75362,6,FF&E,1766000,1,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
364,1331656,25,male,single,1,own,1,unemployed / unskilled - non-resident,1 year,0 year,1,Low,d68e64ae-edad-11ea-9a13-2557f0fa7385,18,FF&E,2473000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
365,1377901,36,male,single,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68e6670-edad-11ea-8a05-333a74b8cbc9,12,business,1542000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
366,1213250,27,male,single,1,own,1,skilled employee / official,4 years,7 years,1,Low,d68e674c-edad-11ea-ac9d-0db8efce19cb,18,used vehicle,3850000,3,car or other,0,0,bank,2,critical/pending loans at other banks,0
367,1787350,22,female,divorced,1,rent,4,skilled employee / official,0 year,1 year,1,Low,d68e67f6-edad-11ea-b7eb-3fd0ab8842e3,18,FF&E,3650000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
368,1488941,42,male,single,2,own,2,skilled employee / official,7 years,4 years,1,Low,d68e6882-edad-11ea-ae19-0a5286a137b1,36,FF&E,3446000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
369,1435055,40,female,divorced,1,rent,4,skilled employee / official,4 years,7 years,1,Low,d68e690e-edad-11ea-97cb-0c26707643b4,18,FF&E,3001000,2,real estate,0,0,bank,1,existing loans paid back duly till now,0
370,1471101,36,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68e69a4-edad-11ea-bbb1-56a4d5a58224,36,new vehicle,3079000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
371,1312020,33,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68e6a30-edad-11ea-ad1f-49b894dea3d9,18,electronic equipment,6070000,3,car or other,0,0,bank,2,critical/pending loans at other banks,0
372,1511094,23,female,divorced,1,rent,3,skilled employee / official,0 year,1 year,1,Low,d68e6abc-edad-11ea-bd4b-1ed54fa19e00,10,FF&E,2146000,1,real estate,0,0,bank,2,critical/pending loans at other banks,0
373,1703409,63,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68e6b48-edad-11ea-a59e-4cdd3aa56508,60,new vehicle,13756000,2,car or other,0,0,bank,1,critical/pending loans at other banks,0
374,1663400,60,female,divorced,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Medium,d68e6bd4-edad-11ea-96c7-022ca41de717,60,electronic equipment,14782000,3,car or other,0,0,bank,2,all loans at this bank paid back duly,1
375,1632577,37,female,divorced,1,rent,4,skilled employee / official,4 years,7 years,1,Low,d68e6c60-edad-11ea-9311-1a3f084bf57d,48,business,7685000,2,car or other,0,1,bank,1,all loans at this bank paid back duly,1
376,1711334,34,male,divorced,1,own,3,skilled employee / official,1 year,0 year,1,Low,d68e6cec-edad-11ea-a34d-01b2c2564b41,18,electronic equipment,2320000,2,real estate,0,0,bank,2,delay in paying off loans in the past,0
377,1820644,36,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68e6d6e-edad-11ea-aa40-35ffc9e81a4d,7,electronic equipment,846000,3,car or other,0,0,bank,1,delay in paying off loans in the past,0
378,1633625,57,male,single,1,own,2,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68e6dfa-edad-11ea-8069-2d8066c65068,36,new vehicle,14318000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
379,1493373,52,female,divorced,1,own,4,unskilled - resident,1 year,4 years,1,Medium,d68e6e90-edad-11ea-ae19-03b742e1c2d8,6,new vehicle,362000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
380,1140091,39,male,single,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68e6f12-edad-11ea-910a-1e0f5750753d,20,FF&E,2212000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
381,1530567,38,female,divorced,1,own,4,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68e6f9e-edad-11ea-ab40-15dae0b67035,18,used vehicle,12976000,3,car or other,0,0,bank,1,existing loans paid back duly till now,1
382,1560648,25,female,divorced,1,rent,4,skilled employee / official,4 years,7 years,1,Low,d68e702a-edad-11ea-8d1c-16058524c149,22,new vehicle,1283000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
383,1835901,26,male,single,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68e70b6-edad-11ea-b070-3bc8ff404b14,12,new vehicle,1330000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
384,1446865,26,male,single,1,own,2,unskilled - resident,1 year,4 years,1,Medium,d68e7138-edad-11ea-94c1-1ff7f81539c3,30,business,4272000,2,building society savings agreement/life insurance,0,0,bank,2,delay in paying off loans in the past,0
385,1159806,25,female,divorced,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68e71c4-edad-11ea-a2aa-2a44f7fbb87f,18,electronic equipment,2238000,2,car or other,0,0,bank,2,critical/pending loans at other banks,0
386,1198484,21,female,divorced,1,rent,2,skilled employee / official,0 year,1 year,1,Low,d68e7250-edad-11ea-96bc-3f5d62113b84,18,electronic equipment,1126000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
387,1900089,40,male,single,1,own,4,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68e72dc-edad-11ea-9717-570d863c7962,18,FF&E,7374000,4,building society savings agreement/life insurance,0,0,stores,2,critical/pending loans at other banks,0
388,1466824,27,male,single,1,own,4,skilled employee / official,1 year,4 years,1,High,d68e735e-edad-11ea-917e-4c403ee5b145,15,business,2326000,2,car or other,0,0,bank,1,critical/pending loans at other banks,0
389,1428226,27,female,divorced,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68e73ea-edad-11ea-a50d-02cb8061727a,9,business,1449000,3,car or other,0,0,bank,2,existing loans paid back duly till now,0
390,1590101,30,male,divorced,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68e7480-edad-11ea-ba0c-3b77cf352b21,18,new vehicle,1820000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
391,1655095,19,female,divorced,1,rent,4,unskilled - resident,0 year,1 year,1,High,d68e750c-edad-11ea-a7c6-2bf75d1a4478,12,FF&E,983000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
392,1221103,39,male,single,2,own,4,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Low,d68e758e-edad-11ea-825a-2b0ea2ed4663,36,new vehicle,3249000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
393,1660809,31,female,divorced,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68e761a-edad-11ea-a39e-3a0670a23860,6,electronic equipment,1957000,1,car or other,0,0,bank,1,critical/pending loans at other banks,0
394,1221118,31,male,single,1,own,3,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68e76a6-edad-11ea-a76d-312eb73a4dcf,9,FF&E,2406000,2,car or other,0,0,bank,1,critical/pending loans at other banks,0
395,1462188,32,male,single,1,rent,3,skilled employee / official,4 years,7 years,1,Medium,d68e7732-edad-11ea-9e2a-0daf25471029,39,education,11760000,2,car or other,0,0,bank,1,delay in paying off loans in the past,0
396,1461535,55,female,divorced,1,own,4,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68e77b4-edad-11ea-8ac7-4131abcf9e11,12,FF&E,2578000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
397,1587786,46,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68e7840-edad-11ea-ad7f-21ed62d1e075,36,FF&E,2348000,3,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
398,1565522,46,male,divorced,1,rent,1,skilled employee / official,7 years,4 years,1,Low,d68e78cc-edad-11ea-b00e-032d1fc08339,12,new vehicle,1223000,1,real estate,0,0,bank,2,existing loans paid back duly till now,1
399,1813841,43,female,divorced,1,own,1,unskilled - resident,1 year,4 years,1,High,d68e794e-edad-11ea-baf3-4054ccca7905,24,electronic equipment,1516000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
400,1393314,39,male,divorced,1,own,4,skilled employee / official,0 year,1 year,1,Low,d68e79da-edad-11ea-9e24-219746aa962f,18,electronic equipment,1473000,3,real estate,0,0,bank,1,existing loans paid back duly till now,0
401,1121764,28,male,divorced,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68e7a66-edad-11ea-ad26-203d46c87570,18,business,1887000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
402,1147492,27,male,single,1,own,2,skilled employee / official,0 year,1 year,1,Low,d68e7af2-edad-11ea-8c36-55bdadcef260,24,business,8648000,2,car or other,0,0,bank,2,delay in paying off loans in the past,1
403,1174819,27,male,single,1,own,2,unskilled - resident,1 year,4 years,1,Low,d68e7b74-edad-11ea-a21f-129a5345eae9,14,new vehicle,802000,4,car or other,0,0,bank,2,delay in paying off loans in the past,0
404,1623240,43,male,single,2,own,4,skilled employee / official,7 years,4 years,1,Low,d68e7c00-edad-11ea-9632-0782d97c3bdc,18,new vehicle,2899000,4,car or other,0,0,bank,1,delay in paying off loans in the past,0
405,1766191,22,male,divorced,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68e7c8c-edad-11ea-b3cf-4e986e428429,24,electronic equipment,2039000,1,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
406,1437656,43,male,single,2,own,4,skilled employee / official,4 years,7 years,1,Low,d68e7d22-edad-11ea-a689-47351595d142,24,used vehicle,2197000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
407,1225095,27,male,divorced,1,own,2,skilled employee / official,0 year,1 year,0,Low,d68e7dae-edad-11ea-9d94-46895c6b8b82,15,electronic equipment,1053000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
408,1755656,26,male,divorced,1,own,2,management / self-employed / highly qualified employee / officer,7 years,4 years,1,High,d68e7e3a-edad-11ea-8c01-14f2ddef779c,24,electronic equipment,3235000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
409,1143716,28,male,divorced,1,own,2,skilled employee / official,4 years,7 years,1,High,d68e7ec6-edad-11ea-997a-330a71630b78,12,new vehicle,939000,4,real estate,0,0,bank,3,critical/pending loans at other banks,1
410,1465874,20,female,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68e7f48-edad-11ea-ae4e-350dc26847f1,24,electronic equipment,1967000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
411,1661563,35,male,single,1,own,2,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Low,d68e7fd4-edad-11ea-ae98-56d2e2658fe8,33,used vehicle,7253000,3,car or other,0,0,bank,2,critical/pending loans at other banks,0
412,1238022,42,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68e8060-edad-11ea-a456-2e433ec7e08a,12,business,2292000,4,car or other,0,0,stores,2,critical/pending loans at other banks,1
413,1276723,40,male,single,2,rent,2,unskilled - resident,1 year,4 years,0,High,d68e80e2-edad-11ea-b5be-365fffbf55ad,10,new vehicle,1597000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
414,1564344,35,female,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68e816e-edad-11ea-8bbf-40e171e090d0,24,new vehicle,1381000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
415,1774377,35,male,single,2,own,2,skilled employee / official,7 years,4 years,1,Low,d68e81fa-edad-11ea-9840-42373f47abc5,36,used vehicle,5842000,2,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
416,1558926,33,male,single,2,own,1,unskilled - resident,0 year,1 year,1,Low,d68e8286-edad-11ea-8300-250695092b1c,12,new vehicle,2579000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
417,1555430,23,female,divorced,1,rent,2,skilled employee / official,1 year,4 years,1,Low,d68e8308-edad-11ea-9779-167f08d68f04,18,education,8471000,1,car or other,0,0,bank,2,delay in paying off loans in the past,0
418,1529020,31,female,divorced,1,own,2,management / self-employed / highly qualified employee / officer,4 years,7 years,1,High,d68e8394-edad-11ea-bcb2-27824d588d00,21,new vehicle,2782000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
419,1291905,33,female,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68e8420-edad-11ea-ad31-1dec8e8fe67f,18,new vehicle,1042000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
420,1213257,20,female,divorced,1,rent,3,skilled employee / official,4 years,7 years,1,High,d68e84ac-edad-11ea-8cd8-3fd3e6c126fd,15,new vehicle,3186000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
421,1388888,30,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68e852e-edad-11ea-8ac0-3bcdfc40abde,12,used vehicle,2028000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
422,1186232,47,male,single,2,own,3,unskilled - resident,4 years,7 years,1,Low,d68e85ba-edad-11ea-95d8-57a2d978c68f,12,new vehicle,958000,2,real estate,0,0,bank,2,critical/pending loans at other banks,0
423,1358802,34,male,single,1,own,3,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Medium,d68e8646-edad-11ea-b287-1ddf2e69db6a,21,FF&E,1591000,4,real estate,0,0,bank,2,delay in paying off loans in the past,0
424,1703163,25,female,divorced,1,own,2,skilled employee / official,7 years,4 years,1,Low,d68e86c8-edad-11ea-800e-1d7a2e977bdf,12,FF&E,2762000,1,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
425,1581463,21,male,divorced,1,rent,3,skilled employee / official,1 year,4 years,1,Low,d68e8754-edad-11ea-bb8a-0c557ca8b5de,18,used vehicle,2779000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
426,1412269,29,male,single,1,own,2,skilled employee / official,7 years,4 years,1,Low,d68e87e0-edad-11ea-aee8-51a92437068b,28,electronic equipment,2743000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
427,1787696,46,male,single,1,own,3,skilled employee / official,1 year,4 years,1,High,d68e886c-edad-11ea-8617-2b5e1d0af012,18,electronic equipment,1149000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
